;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
16140;Apartamento;Itanhangá;1;1;0;45;1000.0;;
16141;Apartamento;Barra da Tijuca;2;1;1;88;2300.0;1263.0;218.0
16142;Apartamento;Botafogo;3;1;2;160;5900.0;1420.0;
16143;Casa de Condomínio;Barra da Tijuca;5;4;5;900;20000.0;1310.0;17000.0
16144;Apartamento;Barra da Tijuca;2;1;1;106;4000.0;1536.0;525.0
16145;Apartamento;Lagoa;2;1;1;85;3150.0;870.0;337.0
16146;Apartamento;Vila Isabel;2;2;1;114;2800.0;800.0;184.0
16147;Apartamento;Flamengo;3;1;1;250;6000.0;2024.0;730.0
16148;Casa;Barra da Tijuca;4;4;4;402;10000.0;1500.0;1337.0
16149;Apartamento;Copacabana;2;0;0;105;2800.0;680.0;160.0
16150;Apartamento;Barra da Tijuca;4;2;1;220;7000.0;1700.0;540.0
16151;Apartamento;Humaitá;2;2;1;130;4200.0;970.0;279.0
16152;Apartamento;Tijuca;1;0;0;45;1150.0;458.0;46.0
16153;Apartamento;Tijuca;3;0;1;120;2000.0;420.0;120.0
16154;Casa;Maria da Graça;3;0;0;50;1300.0;;
16155;Quitinete;Botafogo;1;0;0;22;2200.0;350.0;20.0
16156;Apartamento;Flamengo;2;0;0;68;1900.0;490.0;100.0
16157;Apartamento;Copacabana;2;0;0;79;2200.0;663.0;
16158;Apartamento;Copacabana;3;1;1;170;4000.0;1700.0;366.0
16159;Apartamento;Leblon;3;1;1;155;7000.0;2760.0;592.0
16160;Apartamento;Copacabana;3;1;1;140;5000.0;1200.0;327.0
16161;Casa de Condomínio;Barra da Tijuca;5;4;4;474;20000.0;973.0;17300.0
16162;Casa;Freguesia (Jacarepaguá);3;2;0;140;6600.0;;400.0
16163;Apartamento;Ipanema;3;2;1;160;6300.0;2200.0;495.0
16164;Apartamento;Centro;1;0;0;40;1300.0;460.0;
16165;Flat;Ipanema;2;1;1;95;5500.0;3000.0;2900.0
16166;Apartamento;Pechincha;2;1;1;70;2000.0;735.0;87.0
16167;Apartamento;Barra da Tijuca;3;2;2;200;8000.0;3246.0;
16168;Apartamento;Recreio dos Bandeirantes;3;3;2;195;3000.0;750.0;434.0
16169;Casa;Campo Grande;2;0;0;60;900.0;;
16170;Apartamento;Copacabana;1;0;0;35;1900.0;466.0;68.0
16171;Apartamento;Tijuca;2;0;0;60;1500.0;280.0;50.0
16172;Apartamento;Flamengo;4;0;0;195;3200.0;1583.0;376.0
16173;Flat;Copacabana;2;1;0;60;4500.0;1300.0;800.0
16174;Apartamento;Flamengo;1;0;0;49;1600.0;485.0;
16175;Casa;Barra da Tijuca;4;3;4;350;12000.0;1300.0;620.0
16176;Apartamento;Madureira;2;1;0;48;1200.0;400.0;28.0
16177;Apartamento;Humaitá;2;1;1;90;3000.0;840.0;190.0
16178;Apartamento;Copacabana;3;0;0;160;4900.0;726.0;128.0
16179;Apartamento;Barra da Tijuca;4;3;2;350;19000.0;2800.0;800.0
16180;Apartamento;Botafogo;2;1;0;62;2200.0;740.0;
16181;Apartamento;Laranjeiras;3;2;2;175;5400.0;1696.0;
16182;Apartamento;Botafogo;2;0;0;83;2499.0;550.0;132.0
16183;Apartamento;Barra da Tijuca;4;2;2;140;4000.0;1770.0;690.0
16184;Apartamento;Barra da Tijuca;3;2;1;86;2700.0;580.0;
16185;Casa;Barra da Tijuca;4;3;1;200;6500.0;1100.0;
16186;Apartamento;Laranjeiras;2;1;0;70;2300.0;772.0;143.0
16187;Apartamento;Leblon;2;2;0;80;3200.0;1121.0;345.0
16188;Apartamento;Méier;2;1;0;100;1400.0;250.0;100.0
16189;Apartamento;Leme;2;0;0;75;2600.0;878.0;
16190;Apartamento;Barra da Tijuca;2;2;1;111;6000.0;3654.0;624.0
16191;Apartamento;Barra da Tijuca;2;1;1;80;2800.0;1300.0;150.0
16192;Apartamento;Barra da Tijuca;2;1;1;70;2000.0;950.0;90.0
16193;Apartamento;Copacabana;2;0;0;54;2000.0;745.0;74.0
16194;Apartamento;Encantado;2;1;0;55;850.0;295.0;15.0
16195;Apartamento;Copacabana;1;0;0;45;1700.0;528.0;71.0
16196;Casa de Condomínio;Taquara;4;2;0;300;4000.0;50.0;30.0
16197;Apartamento;Ipanema;3;2;1;124;6800.0;2391.0;409.0
16198;Apartamento;Barra da Tijuca;3;2;1;90;2200.0;1181.0;
16199;Quitinete;Vila da Penha;1;0;0;25;600.0;;
16200;Apartamento;Vila Isabel;3;1;1;103;1700.0;1161.0;164.0
16201;Apartamento;Copacabana;4;0;1;256;4500.0;2500.0;300.0
16202;Apartamento;Glória;1;0;0;35;1150.0;350.0;25.0
16203;Casa;Quintino Bocaiúva;4;8;0;200;2500.0;;
16204;Casa de Vila;Tijuca;2;1;0;65;1800.0;227.0;50.0
16205;Apartamento;Barra da Tijuca;4;2;2;170;7000.0;1138.0;330.0
16206;Apartamento;Tijuca;3;1;0;180;1500.0;1200.0;200.0
16207;Apartamento;Copacabana;2;0;1;75;4500.0;1603.0;10.0
16208;Apartamento;Península;4;3;3;156;8500.0;2300.0;345.0
16209;Apartamento;Jardim Botânico;4;2;1;220;8500.0;1900.0;300.0
16210;Apartamento;Copacabana;1;0;0;45;1600.0;595.0;
16211;Apartamento;Humaitá;2;1;1;73;3300.0;781.0;
16212;Apartamento;Campo Grande;3;0;0;58;850.0;290.0;
16213;Apartamento;Ipanema;3;1;1;130;7000.0;1000.0;120.0
16214;Casa de Condomínio;Pedra de Guaratiba;2;1;0;80;1300.0;75.0;
16215;Apartamento;Botafogo;1;1;1;45;3600.0;883.0;298.0
16216;Apartamento;Barra da Tijuca;3;0;1;121;4499.0;1750.0;400.0
16217;Casa;Campo Grande;3;2;3;230;2000.0;;
16218;Apartamento;Praça Seca;2;1;0;60;1150.0;550.0;1.0
16219;Apartamento;Barra da Tijuca;4;3;4;200;25000.0;5000.0;
16220;Casa de Condomínio;Guaratiba;2;1;0;50;700.0;220.0;
16221;Apartamento;Laranjeiras;3;1;0;170;4200.0;1500.0;180.0
16222;Apartamento;Ipanema;4;2;2;163;5500.0;2300.0;400.0
16223;Apartamento;Tijuca;2;1;0;62;1500.0;477.0;50.0
16224;Apartamento;Lagoa;2;1;1;96;2799.0;1750.0;300.0
16225;Casa;Pavuna;3;2;0;90;900.0;;
16226;Apartamento;Barra da Tijuca;2;2;2;80;2800.0;1200.0;
16227;Apartamento;Tauá;2;1;0;82;1400.0;200.0;
16228;Apartamento;Barra da Tijuca;2;1;1;70;1800.0;928.0;1453.0
16229;Quitinete;Copacabana;1;0;0;30;1300.0;620.0;161.0
16230;Apartamento;Laranjeiras;3;1;1;96;2900.0;1210.0;156.0
16231;Apartamento;Barra da Tijuca;3;2;1;131;10000.0;2000.0;890.0
16232;Casa;Jardim Botânico;5;4;4;845;35000.0;;1642.0
16233;Quitinete;Copacabana;1;0;0;30;1600.0;500.0;
16234;Apartamento;Recreio dos Bandeirantes;3;2;1;90;2500.0;564.0;175.0
16235;Apartamento;Botafogo;4;1;2;110;6000.0;1380.0;360.0
16236;Apartamento;Barra da Tijuca;3;2;1;193;12000.0;3700.0;751.0
16237;Apartamento;Ipanema;3;2;1;360;15800.0;2200.0;1306.0
16238;Apartamento;Bonsucesso;3;1;0;91;1500.0;300.0;
16239;Apartamento;Leblon;2;1;1;94;6700.0;1211.0;320.0
16240;Apartamento;Engenho da Rainha;2;2;0;84;900.0;530.0;
16241;Apartamento;Ipanema;4;2;2;160;15991.0;2100.0;4500.0
16242;Casa;Paciência;1;0;0;40;650.0;;
16243;Apartamento;Barra da Tijuca;3;2;1;193;4200.0;3000.0;900.0
16244;Apartamento;Jardim Botânico;4;2;1;145;6000.0;1130.0;390.0
16245;Apartamento;Campo Grande;4;2;2;160;1900.0;880.0;
16246;Apartamento;Barra da Tijuca;3;2;2;120;3500.0;1800.0;377.0
16247;Apartamento;Tijuca;2;1;1;97;1900.0;940.0;195.0
16248;Apartamento;Botafogo;3;1;0;120;2200.0;1085.0;189.0
16249;Apartamento;Barra da Tijuca;2;1;0;62;2300.0;1100.0;179.0
16250;Apartamento;Ipanema;2;1;2;115;8000.0;2520.0;777.0
16251;Apartamento;Leme;2;0;0;75;2800.0;430.0;
16252;Apartamento;Curicica;4;2;3;191;2500.0;1044.0;267.0
16253;Apartamento;Barra da Tijuca;1;1;0;47;1500.0;1624.0;440.0
16254;Casa;Vaz Lobo;3;1;0;80;950.0;;36.0
16255;Apartamento;Flamengo;2;1;1;68;4000.0;966.0;
16256;Apartamento;Laranjeiras;2;1;0;87;2400.0;718.0;130.0
16257;Apartamento;Barra da Tijuca;5;3;3;450;10000.0;1200.0;
16258;Apartamento;Copacabana;3;1;0;106;3300.0;1200.0;230.0
16259;Apartamento;Ipanema;2;0;0;100;2700.0;1600.0;244.0
16260;Apartamento;Campo Grande;2;1;0;60;1400.0;490.0;
16261;Apartamento;Barra da Tijuca;4;3;3;360;12000.0;4198.0;1500.0
16262;Apartamento;Barra da Tijuca;2;1;1;86;2500.0;1300.0;170.0
16263;Apartamento;Freguesia (Jacarepaguá);3;2;1;110;2500.0;990.0;120.0
16264;Apartamento;Recreio dos Bandeirantes;2;1;1;100;1700.0;670.0;
16265;Casa de Condomínio;Campo Grande;3;0;1;260;3300.0;520.0;1831.0
16266;Apartamento;Gávea;2;1;1;100;2600.0;1230.0;
16267;Apartamento;Barra da Tijuca;3;2;3;105;3300.0;1500.0;270.0
16268;Apartamento;Campo Grande;3;1;1;90;850.0;;
16269;Apartamento;Copacabana;2;3;1;207;15000.0;1600.0;400.0
16270;Apartamento;Botafogo;1;0;0;56;1500.0;650.0;
16271;Apartamento;Ipanema;2;1;1;90;8000.0;4000.0;800.0
16272;Apartamento;Barra da Tijuca;3;3;3;169;5000.0;2215.0;
16273;Apartamento;Cidade Jardim;3;2;1;196;12000.0;1700.0;190.0
16274;Apartamento;Campo Grande;2;1;0;48;1500.0;380.0;
16275;Apartamento;São Conrado;2;1;1;100;3900.0;;115.0
16276;Apartamento;Copacabana;2;2;2;90;10000.0;3300.0;3140.0
16277;Apartamento;Barra da Tijuca;3;4;3;393;25000.0;5900.0;
16278;Apartamento;Tijuca;2;1;1;87;2200.0;871.0;145.0
16279;Apartamento;Barra da Tijuca;4;3;4;233;10000.0;3100.0;550.0
16280;Apartamento;Barra da Tijuca;3;2;1;210;6200.0;2250.0;450.0
16281;Apartamento;Laranjeiras;2;1;0;75;2800.0;880.0;
16282;Apartamento;Ipanema;4;2;1;300;13000.0;3080.0;
16283;Apartamento;Ipanema;1;0;1;55;2800.0;778.0;
16284;Apartamento;Barra da Tijuca;1;1;1;45;1500.0;670.0;1.0
16285;Apartamento;Barra da Tijuca;3;1;1;125;5500.0;1710.0;200.0
16286;Apartamento;Gávea;1;1;0;50;2700.0;691.0;132.0
16287;Apartamento;Jacarepaguá;3;1;1;63;1400.0;550.0;60.0
16288;Apartamento;Barra da Tijuca;2;1;1;80;2700.0;1500.0;200.0
16289;Apartamento;Tijuca;3;1;0;100;1400.0;864.0;112.0
16290;Apartamento;Leblon;3;1;1;100;5900.0;1200.0;480.0
16291;Quitinete;Santa Teresa;1;0;0;25;900.0;400.0;15.0
16292;Apartamento;Vila da Penha;2;1;0;65;1300.0;100.0;
16293;Apartamento;Barra da Tijuca;4;2;2;140;6000.0;1280.0;830.0
16294;Apartamento;Leblon;1;1;0;48;3200.0;670.0;89.0
16295;Flat;Barra da Tijuca;1;1;0;45;3800.0;;
16296;Apartamento;Botafogo;1;1;1;65;2300.0;603.0;
16297;Quitinete;Glória;1;0;0;25;750.0;316.0;57.0
16298;Apartamento;Recreio dos Bandeirantes;2;1;1;62;1600.0;420.0;
16299;Apartamento;Copacabana;3;1;1;150;6000.0;2600.0;
16300;Apartamento;Campo Grande;2;0;0;50;700.0;;
16301;Apartamento;Recreio dos Bandeirantes;2;1;2;74;2300.0;1350.0;126.0
16302;Apartamento;Cachambi;2;1;1;60;1600.0;350.0;
16303;Casa de Condomínio;Campo Grande;2;1;0;70;650.0;50.0;
16304;Apartamento;Maracanã;2;1;0;82;1800.0;700.0;
16305;Apartamento;Grajaú;3;1;0;95;1000.0;924.0;98.0
16306;Apartamento;Cachambi;3;0;0;61;900.0;360.0;16.0
16307;Apartamento;Barra da Tijuca;3;2;1;141;3300.0;1301.0;352.0
16308;Apartamento;Ipanema;3;0;0;156;4700.0;1180.0;
16309;Apartamento;Ipanema;4;2;2;270;20000.0;2800.0;1000.0
16310;Apartamento;Ipanema;1;0;1;40;6500.0;520.0;106.0
16311;Apartamento;Engenho Novo;2;1;0;50;900.0;250.0;18.0
16312;Apartamento;Recreio dos Bandeirantes;3;3;2;350;4500.0;1600.0;870.0
16313;Apartamento;Flamengo;2;1;0;90;3000.0;750.0;200.0
16314;Apartamento;Ipanema;3;2;1;120;7000.0;2000.0;520.0
16315;Apartamento;Camorim;3;2;1;73;1900.0;760.0;79.0
16316;Apartamento;Centro;0;0;0;145;6000.0;3796.0;940.0
16317;Apartamento;Ipanema;2;1;0;80;3600.0;1300.0;145.0
16318;Apartamento;Recreio dos Bandeirantes;3;2;1;100;2300.0;650.0;135.0
16319;Apartamento;Recreio dos Bandeirantes;3;2;1;90;1850.0;1245.0;135.0
16320;Apartamento;Barra da Tijuca;2;1;1;69;2000.0;960.0;67.0
16321;Apartamento;Barra da Tijuca;3;1;1;95;2800.0;;
16322;Apartamento;Ipanema;2;1;1;87;3700.0;1400.0;288.0
16323;Apartamento;Copacabana;3;1;1;115;4500.0;757.0;251.0
16324;Apartamento;Botafogo;2;1;0;80;2600.0;835.0;120.0
16325;Quitinete;Taquara;1;0;0;25;500.0;;
16326;Apartamento;Barra da Tijuca;2;2;2;120;4500.0;2352.0;587.0
16327;Apartamento;Jardim Guanabara;3;0;1;80;1900.0;480.0;750.0
16328;Apartamento;Recreio dos Bandeirantes;2;2;1;76;1600.0;600.0;120.0
16329;Apartamento;Recreio dos Bandeirantes;3;2;1;90;1800.0;650.0;800.0
16330;Apartamento;Barra da Tijuca;3;3;3;180;7000.0;2000.0;494.0
16331;Casa de Condomínio;Itanhangá;4;4;2;600;12000.0;;
16332;Apartamento;Centro;2;0;0;100;2000.0;;
16333;Apartamento;Tijuca;2;1;0;73;1950.0;700.0;70.0
16334;Apartamento;Copacabana;2;1;1;85;3700.0;1033.0;170.0
16335;Casa;Pedra de Guaratiba;2;1;1;100;1200.0;;
16336;Apartamento;Recreio dos Bandeirantes;2;1;1;56;1400.0;438.0;
16337;Quitinete;Centro;1;0;0;24;1050.0;270.0;22.0
16338;Apartamento;Engenho Novo;2;0;0;80;1400.0;205.0;35.0
16339;Apartamento;Barra da Tijuca;4;3;4;230;13000.0;4500.0;1400.0
16340;Apartamento;Copacabana;3;0;0;105;3000.0;1250.0;
16341;Apartamento;Ipanema;3;1;1;107;6500.0;1260.0;240.0
16342;Apartamento;São Cristóvão;3;0;0;74;2400.0;280.0;12.0
16343;Apartamento;Barra da Tijuca;1;1;0;70;1490.0;790.0;240.0
16344;Apartamento;Lagoa;2;1;1;85;3200.0;1240.0;229.0
16345;Quitinete;Centro;1;0;0;28;850.0;139.0;25.0
16346;Apartamento;Anchieta;1;0;0;60;690.0;;
16347;Apartamento;Centro;1;0;0;47;950.0;250.0;
16348;Apartamento;Tijuca;2;1;1;75;1900.0;600.0;49.0
16349;Apartamento;Santa Teresa;2;0;0;56;1800.0;;14.0
16350;Apartamento;Leblon;3;2;1;156;13000.0;1925.0;395.0
16351;Apartamento;Recreio dos Bandeirantes;2;1;1;85;2000.0;700.0;
16352;Apartamento;Tijuca;1;1;0;63;1400.0;675.0;72.0
16353;Apartamento;Copacabana;2;1;1;115;3800.0;1150.0;
16354;Apartamento;Copacabana;3;1;1;130;6000.0;1300.0;178.0
16355;Apartamento;Botafogo;3;2;1;118;3500.0;1260.0;250.0
16356;Apartamento;Recreio dos Bandeirantes;4;3;4;230;3400.0;1261.0;550.0
16357;Casa;Vaz Lobo;3;2;0;100;950.0;;
16358;Casa;Barra da Tijuca;4;0;4;900;10000.0;1170.0;
16359;Apartamento;Barra da Tijuca;3;1;1;85;1600.0;928.0;
16360;Flat;Copacabana;1;1;1;70;3400.0;1320.0;340.0
16361;Apartamento;Leblon;3;2;1;110;5500.0;1030.0;350.0
16362;Apartamento;Leblon;4;2;1;156;6900.0;1563.0;366.0
16363;Apartamento;Barra da Tijuca;2;1;1;73;2500.0;1195.0;213.0
16364;Casa;Curicica;2;0;0;60;1000.0;;98.0
16365;Apartamento;Praça Seca;1;1;0;56;900.0;240.0;125.0
16366;Apartamento;Recreio dos Bandeirantes;4;2;2;160;1900.0;912.0;160.0
16367;Apartamento;Barra da Tijuca;2;1;1;140;4500.0;910.0;420.0
16368;Apartamento;Freguesia (Jacarepaguá);4;3;1;300;4200.0;;
16369;Apartamento;Recreio dos Bandeirantes;2;0;1;80;2000.0;1210.0;150.0
16370;Quitinete;Catete;1;0;0;30;1200.0;441.0;25.0
16371;Apartamento;Laranjeiras;1;1;0;40;2000.0;903.0;80.0
16372;Apartamento;Copacabana;3;1;1;170;3500.0;1900.0;
16373;Apartamento;Copacabana;3;0;1;113;3500.0;1100.0;
16374;Quitinete;Flamengo;1;0;0;20;1500.0;258.0;
16375;Apartamento;Leblon;4;2;2;160;7000.0;1930.0;600.0
16376;Quitinete;Copacabana;1;0;0;27;1300.0;380.0;
16377;Apartamento;Lagoa;4;2;1;250;7500.0;2700.0;800.0
16378;Apartamento;Vila Kosmos;3;0;0;78;1380.0;200.0;
16379;Apartamento;Leme;3;1;0;114;2980.0;560.0;
16380;Apartamento;Recreio dos Bandeirantes;3;1;1;85;2000.0;1200.0;203.0
16381;Apartamento;São Cristóvão;2;0;0;58;900.0;591.0;
16382;Casa de Condomínio;Anil;4;2;2;270;5500.0;550.0;3000.0
16383;Apartamento;Engenho de Dentro;2;1;1;75;1300.0;676.0;52.0
16384;Apartamento;Recreio dos Bandeirantes;3;1;1;81;2400.0;800.0;140.0
16385;Apartamento;Lagoa;4;3;1;240;7500.0;2700.0;800.0
16386;Apartamento;Campo Grande;2;1;0;53;700.0;130.0;
16387;Apartamento;Tijuca;1;1;0;69;3000.0;;
16388;Apartamento;Leblon;3;2;1;135;7000.0;1580.0;530.0
16389;Apartamento;Copacabana;3;0;1;90;4000.0;618.0;171.0
16390;Apartamento;Tijuca;3;1;0;98;2300.0;890.0;106.0
16391;Apartamento;Botafogo;4;1;1;300;4500000.0;1100.0;
16392;Apartamento;Tijuca;2;0;0;61;1500.0;500.0;
16393;Apartamento;Ipanema;1;2;1;64;3770.0;1700.0;230.0
16394;Apartamento;Grajaú;2;1;1;71;1700.0;863.0;
16395;Apartamento;Recreio dos Bandeirantes;3;2;1;127;2600.0;1100.0;
16396;Apartamento;Copacabana;2;1;1;62;1900.0;1750.0;150.0
16397;Apartamento;Recreio dos Bandeirantes;4;3;3;190;3200.0;1200.0;300.0
16398;Apartamento;Ipanema;2;1;1;85;5000.0;5000.0;25.0
16399;Apartamento;Leblon;1;0;1;90;5900.0;1515.0;599.0
16400;Apartamento;Barra da Tijuca;3;2;1;127;3500.0;1577.0;3025.0
16401;Apartamento;Barra da Tijuca;4;4;4;293;9000.0;4200.0;
16402;Apartamento;Copacabana;3;2;0;210;6600.0;1600.0;
16403;Apartamento;Leblon;3;2;1;200;8700.0;2792.0;
16404;Apartamento;Copacabana;1;0;0;40;1500.0;500.0;28.0
16405;Apartamento;Maracanã;3;0;1;102;1300.0;811.0;106.0
16406;Apartamento;Barra da Tijuca;3;2;2;112;2900.0;1850.0;280.0
16407;Apartamento;Botafogo;1;0;1;35;1700.0;204.0;25.0
16408;Apartamento;Ipanema;3;1;2;250;10000.0;2400.0;900.0
16409;Apartamento;Copacabana;3;1;1;170;4500.0;1400.0;260.0
16410;Apartamento;Barra da Tijuca;2;1;0;57;1380.0;665.0;105.0
16411;Apartamento;Flamengo;2;1;1;98;3300.0;1400.0;200.0
16412;Apartamento;Barra da Tijuca;2;1;2;100;3900.0;1315.0;260.0
16413;Apartamento;Catete;1;0;0;31;1300.0;390.0;24.0
16414;Apartamento;Leblon;2;1;0;103;6500.0;1150.0;332.0
16415;Apartamento;Centro;1;0;0;30;800.0;280.0;24.0
16416;Apartamento;Flamengo;3;1;1;250;7000.0;1517.0;612.0
16417;Apartamento;Copacabana;3;0;0;120;3500.0;990.0;250.0
16418;Apartamento;Centro;1;0;0;25;1000.0;280.0;
16419;Apartamento;Barra da Tijuca;2;1;1;81;1700.0;1150.0;100.0
16420;Apartamento;Barra da Tijuca;3;2;1;193;6000.0;1833.0;864.0
16421;Apartamento;Leblon;4;2;1;200;6500.0;1100.0;470.0
16422;Apartamento;Copacabana;1;0;0;38;1500.0;331.0;24.0
16423;Apartamento;Barra da Tijuca;4;3;2;160;10000.0;2300.0;250.0
16424;Casa;Campo Grande;3;2;1;240;1700.0;;136.0
16425;Apartamento;Ipanema;1;0;0;50;2000.0;520.0;23.0
16426;Apartamento;Copacabana;2;0;0;80;2000.0;1116.0;80.0
16427;Apartamento;Freguesia (Jacarepaguá);4;2;1;128;3200.0;1020.0;250.0
16428;Apartamento;Copacabana;3;1;2;140;6500.0;2000.0;2100.0
16429;Apartamento;Leblon;3;1;1;140;8500.0;1500.0;
16430;Apartamento;Vicente de Carvalho;1;0;0;40;610.0;95.0;
16431;Apartamento;Tijuca;2;1;0;91;1800.0;1011.0;52.0
16432;Apartamento;Tijuca;2;0;0;65;1800.0;580.0;87.0
16433;Apartamento;Engenho Novo;2;1;1;70;1200.0;800.0;260.0
16434;Apartamento;Barra da Tijuca;3;3;3;262;15000.0;2500.0;800.0
16435;Apartamento;Ipanema;4;1;2;120;5500.0;1890.0;
16436;Flat;Ipanema;2;1;1;71;5000.0;2254.0;235.0
16437;Apartamento;Cosmos;2;0;0;45;500.0;200.0;
16438;Apartamento;Ipanema;3;2;1;163;8000.0;3400.0;640.0
16439;Apartamento;Cosme Velho;3;1;1;143;2800.0;1000.0;284.0
16440;Apartamento;Barra da Tijuca;4;3;2;233;6500.0;3100.0;
16441;Casa;Cascadura;3;0;0;60;1200.0;;
16442;Apartamento;Tijuca;2;0;0;73;1000.0;380.0;61.0
16443;Apartamento;Barra da Tijuca;3;2;1;114;2800.0;1322.0;162.0
16444;Apartamento;Vila Isabel;2;0;0;80;1400.0;443.0;20.0
16445;Apartamento;Flamengo;6;2;4;553;11000.0;4817.0;1798.0
16446;Apartamento;Flamengo;4;0;1;290;9200.0;1800.0;700.0
16447;Apartamento;Ipanema;4;2;0;300;16000.0;2100.0;450.0
16448;Casa;Jardim Guanabara;4;10;2;447;6500.0;;2937.0
16449;Apartamento;Leblon;2;1;1;73;3000.0;1480.0;207.0
16450;Apartamento;Barra da Tijuca;2;1;1;85;2300.0;1500.0;232.0
16451;Apartamento;Botafogo;4;2;1;160;8000.0;2200.0;398.0
16452;Apartamento;Copacabana;3;0;0;180;4500.0;855.0;232.0
16453;Apartamento;Copacabana;3;1;1;100;2700.0;1000.0;216.0
16454;Apartamento;Barra da Tijuca;4;3;4;170;4500.0;2500.0;364.0
16455;Apartamento;Tijuca;2;1;0;61;1200.0;550.0;
16456;Apartamento;Copacabana;3;0;0;117;2300.0;1222.0;
16457;Apartamento;Copacabana;2;1;0;85;2200.0;917.0;129.0
16458;Apartamento;Cachambi;2;1;0;80;1150.0;600.0;
16459;Casa;Campo Grande;1;0;0;30;430.0;;
16460;Apartamento;Laranjeiras;1;0;0;30;1500.0;440.0;193.0
16461;Apartamento;Ipanema;3;1;1;160;6500.0;2000.0;500.0
16462;Apartamento;Barra da Tijuca;3;1;1;80;2800.0;1300.0;180.0
16463;Apartamento;Botafogo;2;1;1;74;3400.0;895.0;84.0
16464;Apartamento;Jardim Botânico;2;1;1;80;5300.0;804.0;104.0
16465;Apartamento;Barra da Tijuca;2;2;1;130;2200.0;1250.0;170.0
16466;Apartamento;Méier;2;1;0;80;1100.0;745.0;81.0
16467;Apartamento;Tijuca;2;1;0;65;1300.0;790.0;
16468;Apartamento;Gávea;3;2;1;85;4700.0;1416.0;300.0
16469;Apartamento;Ipanema;3;2;1;150;6300.0;2200.0;495.0
16470;Apartamento;Barra da Tijuca;1;1;1;71;2500.0;1100.0;
16471;Apartamento;Botafogo;3;2;1;170;4400.0;1950.0;364.0
16472;Apartamento;Barra da Tijuca;2;1;1;100;3000.0;1450.0;230.0
16473;Apartamento;Rio Comprido;4;1;0;110;1650.0;500.0;
16474;Apartamento;Ipanema;2;0;0;65;2500.0;849.0;
16475;Apartamento;Praça Seca;2;0;0;90;500.0;258.0;13.0
16476;Flat;Ipanema;2;1;2;85;8500.0;;
16477;Apartamento;Barra da Tijuca;3;3;2;315;6000.0;18134.0;1207.0
16478;Apartamento;Jacarepaguá;2;1;1;70;1550.0;360.0;27.0
16479;Apartamento;Copacabana;1;0;0;50;2000.0;430.0;
16480;Apartamento;Leblon;4;1;0;104;4200.0;1250.0;355.0
16481;Apartamento;Leblon;4;2;2;205;17000.0;6000.0;7720.0
16482;Apartamento;Ipanema;3;1;1;127;7000.0;1056.0;295.0
16483;Apartamento;Recreio dos Bandeirantes;3;2;1;100;2000.0;850.0;150.0
16484;Apartamento;Barra da Tijuca;3;2;1;140;5000.0;2330.0;703.0
16485;Casa;Recreio dos Bandeirantes;4;2;4;587;9000.0;850.0;1268.0
16486;Apartamento;São Conrado;2;3;2;240;7500.0;3200.0;1180.0
16487;Apartamento;Ipanema;4;3;2;240;10500.0;3800.0;
16488;Apartamento;Barra da Tijuca;3;1;1;100;3200.0;1250.0;150.0
16489;Apartamento;Copacabana;3;1;0;200;6500.0;1500.0;460.0
16490;Quitinete;Botafogo;1;0;0;25;1200.0;380.0;30.0
16491;Apartamento;São Conrado;2;1;1;79;2200.0;1040.0;
16492;Apartamento;Laranjeiras;1;1;0;41;1500.0;740.0;24.0
16493;Quitinete;Tijuca;1;0;0;30;1300.0;480.0;
16494;Casa de Condomínio;Barra da Tijuca;4;0;2;385;6490.0;1150.0;750.0
16495;Apartamento;Barra da Tijuca;2;1;1;70;2800.0;1450.0;240.0
16496;Flat;Leblon;2;1;1;85;3500.0;1930.0;400.0
16497;Apartamento;Recreio dos Bandeirantes;2;2;2;180;3800.0;1200.0;300.0
16498;Apartamento;Lagoa;2;1;1;80;3100.0;900.0;170.0
16499;Apartamento;Ipanema;3;3;3;175;9000.0;3000.0;650.0
16500;Casa;Jardim Botânico;4;3;4;300;20000.0;;1254.0
16501;Casa;Catete;3;1;0;111;3200.0;340.0;87.0
16502;Apartamento;Campo Grande;1;0;0;40;480.0;;
16503;Apartamento;Ipanema;2;0;0;130;7500.0;1300.0;
16504;Quitinete;Catete;1;0;0;24;1400.0;317.0;
16505;Apartamento;Campo Grande;2;0;0;60;800.0;;
16506;Apartamento;Pechincha;2;1;0;46;800.0;240.0;
16507;Apartamento;Barra da Tijuca;1;1;0;64;1800.0;1135.0;1314.0
16508;Apartamento;Recreio dos Bandeirantes;3;2;3;140;2900.0;570.0;
16509;Casa;Vila da Penha;3;1;1;80;1510.0;;
16510;Apartamento;Tijuca;3;1;0;100;1800.0;788.0;126.0
16511;Apartamento;Vila Isabel;2;0;0;63;1100.0;650.0;20.0
16512;Apartamento;Leblon;1;0;1;32;1500.0;715.0;120.0
16513;Apartamento;Copacabana;3;2;1;113;4000.0;1186.0;311.0
16514;Apartamento;Barra da Tijuca;2;1;1;63;1800.0;1400.0;86.0
16515;Apartamento;Barra da Tijuca;4;3;2;190;3500.0;1100.0;
16516;Apartamento;Ipanema;3;2;1;150;6300.0;2200.0;4900.0
16517;Apartamento;Flamengo;3;1;1;250;10000.0;970.0;
16518;Apartamento;Leblon;3;1;0;98;4000.0;1243.0;174.0
